contract,operationId,method,path,recordedRequests,accounts,statuses,evidenceTimes
"quiz.openapi.yaml","quizQuestionPatchAnswerKey","PATCH","/v2/courses/{courseId}/quizzes/{quizId}/questions/{questionId}/answer-key","0","","",""
"quiz.openapi.yaml","quizUnpublish","POST","/v2/courses/{courseId}/quizzes/{quizId}/unpublish","0","","",""
"user.openapi.yaml","adminUserChangeTenant","PATCH","/v2/admin/users/{id}/tenant","0","","",""
"user.openapi.yaml","meProfileGet","GET","/v2/me/profile","9","Instructor 1 | Student | Advisor 1 | Counsellor 1 | Counsellor | Advisor | Instructor","200","2026-09-05T07:19:11.705Z | 2026-09-05T07:19:11.848Z | 2026-09-05T07:19:12.035Z | 2026-09-05T07:19:12.406Z | 2026-09-05T07:19:29.442Z | 2026-09-05T07:26:15.379Z | 2026-09-05T07:26:16.193Z | 2026-09-05T07:26:16.958Z | 2026-09-05T07:26:17.724Z"
"user.openapi.yaml","meProfileUpdate","PATCH","/v2/me/profile","1","Instructor 1","200","2026-09-05T07:19:29.299Z"
"user.openapi.yaml","meProfileDeleteAvatar","DELETE","/v2/me/profile/avatar","0","","",""
"user.openapi.yaml","meProfileUploadAvatar","PUT","/v2/me/profile/avatar","0","","",""
"user.openapi.yaml","userList","GET","/v2/users","1","Instructor 1","403","2026-09-05T07:19:29.586Z"
"user.openapi.yaml","userAddDisabled","POST","/v2/users","0","","",""
"user.openapi.yaml","userDeleteBatchDisabled","DELETE","/v2/users/batch","0","","",""
"user.openapi.yaml","userDeleteDisabled","DELETE","/v2/users/{id}","0","","",""
"user.openapi.yaml","userGetById","GET","/v2/users/{id}","0","","",""
"user.openapi.yaml","userUpdateDisabled","PUT","/v2/users/{id}","0","","",""
"user.openapi.yaml","userPasswordStatusDisabled","PATCH","/v2/users/{id}/password-status","0","","",""
"user.openapi.yaml","userGetAvatar","GET","/v2/users/{userId}/avatar","0","","",""
"vocabulary.openapi.yaml","listVocabularyLists","GET","/v1/vocabulary/lists","1","Student","200","2026-09-05T07:43:38.492Z"
"vocabulary.openapi.yaml","getVocabularyList","GET","/v1/vocabulary/lists/{listId}","1","Student","200","2026-09-05T07:43:38.645Z"
"vocabulary.openapi.yaml","getVocabularyUnit","GET","/v1/vocabulary/units/{unitId}","1","Student","200","2026-09-05T07:43:38.793Z"
"vocabulary.openapi.yaml","startVocabularySession","POST","/v1/vocabulary/units/{unitId}/sessions","1","Student","200","2026-09-05T07:43:39.110Z"
"vocabulary.openapi.yaml","getVocabularySession","GET","/v1/vocabulary/sessions/{sessionId}","4","Student","200","2026-09-05T07:43:38.951Z | 2026-09-05T07:45:45.399Z | 2026-09-05T07:45:45.725Z | 2026-09-05T07:45:46.036Z"
"vocabulary.openapi.yaml","revealVocabularyCard","POST","/v1/vocabulary/sessions/{sessionId}/reveal","2","Student","500 | 200","2026-09-05T07:43:39.246Z | 2026-09-05T07:45:45.570Z"
"vocabulary.openapi.yaml","rateVocabularyCard","POST","/v1/vocabulary/sessions/{sessionId}/ratings","0","","",""
"vocabulary.openapi.yaml","advanceVocabularySession","POST","/v1/vocabulary/sessions/{sessionId}/advance","0","","",""
"vocabulary.openapi.yaml","exitVocabularySession","POST","/v1/vocabulary/sessions/{sessionId}/exit","1","Student","200","2026-09-05T07:45:45.883Z"
"vocabulary.openapi.yaml","endVocabularySession","POST","/v1/vocabulary/sessions/{sessionId}/end","0","","",""
